UNODC,unodc_ddds@un.org,,,,,,,,,,,
12/05/2023,,,,,,,,,,,,
Iso3_code,Country,Region,Subregion,Indicator,Dimension,Category,Sex,Age,Year,Unit of measurement,VALUE,Source
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,Counts,2,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,Counts,5,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,Counts,2,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,Counts,8,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,Counts,4,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,Counts,2,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,Counts,5,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,Counts,4,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,Counts,5,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,Counts,4,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,Counts,89,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,Counts,87,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,Counts,101,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,Counts,76,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,Counts,83,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,Counts,79,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,Counts,44,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,Counts,44,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,Counts,87,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,Counts,97,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,Counts,149,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,Counts,120,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,Counts,113,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,Counts,109,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,Counts,154,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,Counts,145,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,Counts,135,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,Counts,49,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,Counts,40,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,Counts,41,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,Counts,39,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,Counts,34,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,Counts,24,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,Counts,22,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,Counts,24,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,Counts,39,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,Counts,41,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,Counts,71,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,Counts,44,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,Counts,43,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,Counts,42,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,Counts,77,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,Counts,65,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,Counts,65,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,Counts,78,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,Counts,76,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,Counts,70,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,Counts,67,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,Counts,77,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,Counts,80,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,Counts,70,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,Counts,111,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,Counts,105,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,Counts,121,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,Counts,96,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,Counts,96,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,Counts,96,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,Counts,183,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,1,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,2,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,14,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,1,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,141,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,Counts,1,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,Counts,1,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,Counts,11,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,Counts,2,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,Counts,90,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,Counts,526,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,Counts,515,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,Counts,461,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,Counts,525,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,Counts,521,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,Counts,431,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,Counts,440,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2018,Counts,67,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,Counts,84,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,Counts,107,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2021,Counts,167,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2005,"Rate per 100,000 population",5.44081481642691,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2006,"Rate per 100,000 population",8.19075264026914,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2007,"Rate per 100,000 population",7.35866449983678,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2008,"Rate per 100,000 population",12.2980435947012,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2009,"Rate per 100,000 population",12.9327634500313,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2010,"Rate per 100,000 population",6.10970105541653,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2011,"Rate per 100,000 population",5.82627228204398,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2012,"Rate per 100,000 population",5.39383090962463,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2013,"Rate per 100,000 population",5.64597192808902,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2014,"Rate per 100,000 population",4.57681455094168,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2015,"Rate per 100,000 population",5.86300583820081,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2016,"Rate per 100,000 population",4.09571050685112,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2017,"Rate per 100,000 population",4.34125003690063,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2018,"Rate per 100,000 population",4.69236670115846,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2019,"Rate per 100,000 population",5.49778722763118,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2020,"Rate per 100,000 population",5.30198927498262,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Serious assault,Total,Total,2021,"Rate per 100,000 population",5.70986194744825,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2006,"Rate per 100,000 population",0.43284465172154,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2007,"Rate per 100,000 population",0.436815700903553,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2008,"Rate per 100,000 population",0.338789079743835,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2009,"Rate per 100,000 population",0.170616932058461,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2010,"Rate per 100,000 population",0.308917469094094,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2011,"Rate per 100,000 population",0.06894996783484,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2012,"Rate per 100,000 population",0.069151678328521,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2013,"Rate per 100,000 population",0.173189322947516,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2014,"Rate per 100,000 population",0.0693456750142679,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2015,"Rate per 100,000 population",0.277538737902997,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2016,"Rate per 100,000 population",0.138837644300038,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2017,"Rate per 100,000 population",0.06946000059041,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2018,"Rate per 100,000 population",0.173791359302165,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2019,"Rate per 100,000 population",0.139184486775473,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2020,"Rate per 100,000 population",0.174407541940218,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Kidnapping,Total,Total,2021,"Rate per 100,000 population",0.140119311593822,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2005,"Rate per 100,000 population",2.93474253734542,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2006,"Rate per 100,000 population",2.8967295922903,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2007,"Rate per 100,000 population",3.39372198394299,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2008,"Rate per 100,000 population",2.57479700605314,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2009,"Rate per 100,000 population",2.83224107217045,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2010,"Rate per 100,000 population",2.7116088953815,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2011,"Rate per 100,000 population",1.51689929236648,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2012,"Rate per 100,000 population",1.52133692322746,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2013,"Rate per 100,000 population",3.01349421928678,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2014,"Rate per 100,000 population",3.36326523819199,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2015,"Rate per 100,000 population",5.16915899344332,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2016,"Rate per 100,000 population",4.16512932900114,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2017,"Rate per 100,000 population",3.92449003335817,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2018,"Rate per 100,000 population",3.7886516327872,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2019,"Rate per 100,000 population",5.35860274085571,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2020,"Rate per 100,000 population",5.05781871626631,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence,Total,Total,2021,"Rate per 100,000 population",4.7290267662915,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2005,"Rate per 100,000 population",1.61575712730254,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2006,"Rate per 100,000 population",1.33182969760474,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2007,"Rate per 100,000 population",1.37764951823428,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2008,"Rate per 100,000 population",1.32127741100096,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2009,"Rate per 100,000 population",1.16019513799753,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2010,"Rate per 100,000 population",0.823779917584252,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2011,"Rate per 100,000 population",0.75844964618324,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2012,"Rate per 100,000 population",0.829820139942251,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2013,"Rate per 100,000 population",1.35087671899062,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2014,"Rate per 100,000 population",1.42158633779249,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2015,"Rate per 100,000 population",2.4631562988891,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2016,"Rate per 100,000 population",1.52721408730042,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2017,"Rate per 100,000 population",1.49339001269382,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2018,"Rate per 100,000 population",1.45984741813819,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2019,"Rate per 100,000 population",2.67930137042785,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2020,"Rate per 100,000 population",2.26729804522283,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Rape,Total,Total,2021,"Rate per 100,000 population",2.27693881339961,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2015,"Rate per 100,000 population",2.70600269455422,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2016,"Rate per 100,000 population",2.63791524170072,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2017,"Rate per 100,000 population",2.43110002066435,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2018,"Rate per 100,000 population",2.32880421464901,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2019,"Rate per 100,000 population",2.67930137042785,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2020,"Rate per 100,000 population",2.79052067104348,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual violence: Sexual assault,Total,Total,2021,"Rate per 100,000 population",2.45208795289189,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2015,"Rate per 100,000 population",3.85084998840408,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2016,"Rate per 100,000 population",3.64448816287599,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2017,"Rate per 100,000 population",4.2023300357198,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2018,"Rate per 100,000 population",3.33679409860157,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2019,"Rate per 100,000 population",3.34042768261135,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2020,"Rate per 100,000 population",3.34862480525218,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Sexual Exploitation,Total,Total,2021,"Rate per 100,000 population",6.41045850541736,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,"Rate per 100,000 population",0.0693861889566329,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",0.139294778395937,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,"Rate per 100,000 population",0.971406645392861,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,"Rate per 100,000 population",0.0693861889566329,CTS
ALB,Albania,Europe,Southern Europe,Victims of serious assault,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,"Rate per 100,000 population",9.78345264288524,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Male,Total,2018,"Rate per 100,000 population",0.0693861889566329,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Intimate partner or family member,Female,Total,2018,"Rate per 100,000 population",0.0696473891979685,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Other Perpetrator known to the victim,Male,Total,2018,"Rate per 100,000 population",0.763248078522962,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Perpetrator unknown to the victim,Male,Total,2018,"Rate per 100,000 population",0.138772377913266,CTS
ALB,Albania,Europe,Southern Europe,Victims of sexual violence,by relationship to perpetrator,Relationship to perpetrator is not known,Male,Total,2018,"Rate per 100,000 population",6.24475700609696,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2015,"Rate per 100,000 population",18.2481720171221,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2016,"Rate per 100,000 population",17.8753467036299,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2017,"Rate per 100,000 population",16.0105301360895,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2018,"Rate per 100,000 population",18.2480927267273,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2019,"Rate per 100,000 population",18.1287794025054,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2020,"Rate per 100,000 population",15.0339301152468,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress,Total,Total,2021,"Rate per 100,000 population",15.4131242753204,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2018,"Rate per 100,000 population",2.32880421464901,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2019,"Rate per 100,000 population",2.92287422228493,CTS
ALB,Albania,Europe,Southern Europe,Violent offences,by type of offence,Acts intended to induce fear or emotional distress: Cyber-related,Total,Total,2020,"Rate per 100,000 population",3.73232139752066,CTS
